AREA;Regione;prov;2013_CodCom;NTN 2013 fino a 50 mq;NTN 2013 50 -| 85 mq;NTN 2013 85 -| 115 mq;NTN 2013 115 -| 145 mq;NTN 2013 oltre 145 mq;NTN 2013
Centro;Umbria;TR;G148;6,5;25,5;38,89;17;31;118,89
Nord Ovest;Lombardia;BS;G149;5;13,5;13,42;11,25;27,92;71,09
Nord Ovest;Lombardia;BS;G150;0;1;2;1,5;2;6,5
Nord Ovest;Piemonte;TO;G151;0;2;3;4;2,79;11,79
Nord Ovest;Piemonte;TO;G152;0;2,17;0;1;3;6,17
Isole;Sardegna;SS;G153;0,89;5,75;0,14;3,25;7;17,03
Isole;Sardegna;NU;G154;0;1;1;0;0;2
Nord Ovest;Liguria;SV;G155;1;2;0;1;0,5;4,5
Isole;Sardegna;SS;G156;2,83;2;8,25;3,5;0,75;17,33
Centro;Marche;AN;G157;4;48,76;69,09;37,5;20,88;180,23
Isole;Sardegna;NU;G158;0;1;1;0;1;3
Nord Ovest;Lombardia;BG;G159;3;7;13,89;2,5;3,62;30,01
Nord Ovest;Lombardia;BG;G160;6;29,3;34,07;16,63;11,03;97,03
Nord Ovest;Lombardia;LC;G161;1;8;5,67;4;2;20,67
Nord Est;Friuli- Venezia Giulia;UD;G163;0;0;5,5;3,11;8,08;16,69
Nord Ovest;Liguria;IM;G164;24,02;28,91;17,33;4;9;83,26
Sud;Campania;AV;G165;0;9;1;2,5;2;14,5
Nord Ovest;Lombardia;LO;G166;3;4,5;1,5;2;2;13
Nord Est;Veneto;PD;G167;0;3;13;5,72;7,4;29,12
Nord Est;Veneto;BL;G169;0;0;0;0;0,4;0,4
Nord Ovest;Lombardia;BS;G170;5;25,36;26,5;9;15,25;81,11
Nord Ovest;Lombardia;LO;G171;1;0;0;5;1;7
Isole;Sardegna;SS;G178;0;3;0;4,8;3,88;11,68
Nord Ovest;Lombardia;BS;G179;0;4;2,6;1,25;1,04;8,89
Nord Ovest;Lombardia;MI;G181;0;21;17;3,25;4,42;45,67
Nord Ovest;Lombardia;CO;G182;1;0,5;3;2;1;7,5
Nord Ovest;Piemonte;CN;G183;0;3;0;1;0;4
Nord Est;Emilia-Romagna;FE;G184;2,5;5;7;6,33;8,83;29,66
Nord Ovest;Lombardia;CR;G185;0;0;1;0,67;5;6,67
Nord Ovest;Lombardia;MN;G186;1;3;3;3;8;18
Sud;Puglia;BR;G187;71,9;107,64;85,61;53,45;31,67;350,27
Sud;Puglia;LE;G188;21,54;22,93;10,62;7,26;4;66,35
Centro;Umbria;TR;G189;1;0;4,33;0;2;7,33
Sud;Campania;NA;G190;4,33;17,72;14,01;12,09;12,83;60,98
Isole;Sardegna;NU;G191;0;1;0;0,67;2;3,67
Sud;Campania;SA;G192;2,42;1;0,09;0;1,5;5,01
Nord Ovest;Piemonte;AL;G193;0;0;0;0;4;4
Nord Ovest;Lombardia;PV;G194;0;3;1;2;3;9
Nord Est;Emilia-Romagna;PC;G195;2,5;4,08;5,13;2,5;1,5;15,71
Nord Ovest;Piemonte;TO;G196;16,83;46,5;9,5;4;4;80,83
Nord Ovest;Piemonte;AL;G197;3;31;19,17;12;10;75,17
Nord Est;Friuli- Venezia Giulia;UD;G198;0;4;2,58;0;3,5;10,08
Nord Ovest;Piemonte;AL;G199;0;0;1;2;2,84;5,84
Sud;Abruzzo ;AQ;G200;11,52;27,17;6;1,5;0;46,19
Isole;Sardegna;NU;G201;0;2;0;0;0;2
Nord Ovest;Piemonte;TO;G202;0;0;1;2;3;6
Isole;Sardegna;SS;G203;0;5,13;10,96;7,8;10,53;34,42
Nord Ovest;Piemonte;AL;G204;0;0;3,5;4;5;12,5
Nord Est;Emilia-Romagna;BO;G205;3;62,24;42,5;21;10,5;139,24
Nord Ovest;Lombardia;MI;G206;0;4,5;1,5;0;1,5;7,5
Isole;Sardegna;CA;G207;0;2;2;0;4,93;8,93
Isole;Sicilia;TP;G208;3,75;13,92;12;8;15,28;52,95
Isole;Sicilia;ME;G209;0;2;11,67;2;2;17,67
Sud;Abruzzo ;AQ;G210;0,5;0,5;0;1,22;2;4,22
Isole;Sicilia;SR;G211;6,17;23,83;30,65;18,78;6,67;86,1
Centro;Umbria;PG;G212;0;2;1;2,33;1;6,33
Nord Ovest;Lombardia;BS;G213;3;42,38;27,87;14,5;14;101,75
Nord Ovest;Piemonte;AL;G215;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;G217;0;7,17;7,16;4,5;0;18,83
Nord Ovest;Lombardia;LC;G218;0;12;9;3,5;1;25,5
Nord Ovest;Lombardia;MI;G220;41,5;125,33;114,67;50,47;26,61;358,58
Nord Est;Veneto;TV;G221;0;2;1;3;4,45;10,45
Nord Ovest;Lombardia;CR;G222;0;0;6;1;2;9
Nord Ovest;Lombardia;LC;G223;1,5;12,82;11,5;6;11;42,82
Nord Est;Veneto;PD;G224;154,09;320,26;507,82;330,13;295,66;1607,96
Isole;Sardegna;SS;G225;0;0;0;1;0,05;1,05
Sud;Campania;SA;G226;1;2;2;2,5;4,5;12
Sud;Campania;BN;G227;1;1,5;0;0;6;8,5
Nord Ovest;Piemonte;CN;G228;5;4;6,58;3;4,5;23,08
Nord Est;Veneto;TV;G229;2;31,17;29,5;28,54;26,57;117,78
Sud;Campania;SA;G230;17,56;31,3;32,89;41,55;32,49;155,79
Centro;Lazio;RI;G232;3;1;1;0;0;5
Nord Ovest;Lombardia;BG;G233;0;4;8,5;1;0,5;14
Isole;Sicilia;ME;G234;0;0;0;0;2;2
Sud;Abruzzo ;CH;G237;2;3;2;0,5;3;10,5
Nord Est;Friuli- Venezia Giulia;UD;G238;1;11;10,5;7,5;13,17;43,17
Nord Ovest;Piemonte;CN;G240;0;0;2;3;2;7
Nord Ovest;Lombardia;LC;G241;4;1;0;0;0;5
Sud;Campania;AV;G242;0;3;0;3;1,67;7,67
Sud;Campania;BN;G243;3;1;1;0;1;6
Nord Ovest;Lombardia;BS;G247;0;0;0;1;0;1
Nord Ovest;Lombardia;BS;G248;0;1,11;8;1;6;16,11
Nord Ovest;Lombardia;BG;G249;0;11;10,5;6,17;5,67;33,34
Nord Est;Emilia-Romagna;MO;G250;2;2;1;2;4;11
Sud;Puglia;TA;G251;5;3;14;10;0;32
Sud;Puglia;TA;G252;13;11,43;25,33;15,75;3,11;68,62
Isole;Sicilia;CT;G253;10,84;8,67;12,34;3,98;9,42;45,25
Centro;Toscana;PI;G254;0,5;10,5;8,01;4;5,5;28,51
Nord Est;Emilia-Romagna;PR;G255;0;4,5;0;4;1;9,5
Sud;Molise;CB;G257;1;2;4,42;1,8;1;10,22
Isole;Sardegna;SS;G258;23;34,89;27;8;6,28;99,17
Nord Ovest;Lombardia;BG;G259;4;12;7,25;4,5;17,75;45,5
Nord Ovest;Lombardia;CR;G260;1;6;8,5;7,5;2;25
Sud;Basilicata;PZ;G261;5,22;11,74;3;3,75;2,4;26,11
Nord Ovest;Piemonte;TO;G262;0;1;2;0;1;4
Isole;Sicilia;PA;G263;1;0,5;0;0;3;4,5
Nord Ovest;Lombardia;BS;G264;1,66;27,17;33;23;24,89;109,72
Nord Ovest;Piemonte;VC;G266;0;0;2;0;7,03;9,03
Isole;Sicilia;SR;G267;9,83;14,41;13,83;9;10;57,07
Nord Est;Friuli- Venezia Giulia;UD;G268;1;2;5,5;5,25;3,5;17,25
Centro;Toscana;FI;G270;1;4;1,75;2;0,5;9,25
Sud;Abruzzo ;CH;G271;1,25;5;0,25;3;0;9,5
Sud;Calabria;CZ;G272;0;1;2;2;0;5
Isole;Sicilia;PA;G273;399,94;874,21;944,29;821,72;568,28;3608,44
Centro;Lazio;RM;G274;17,67;41,57;14;15,83;14;103,07
Nord Ovest;Lombardia;PV;G275;0;1;6;2;5;14
Centro;Lazio;FR;G276;12,5;5,67;10;11;7,67;46,84
Sud;Calabria;RC;G277;5;6;2;3,33;0;16,33
Sud;Calabria;KR;G278;1;1,5;1;0;0;3,5
Nord Ovest;Piemonte;VB;G280;2;0;1;1;0;4
Nord Ovest;Liguria;SV;G281;0;0;2,17;1,5;1;4,67
Isole;Sicilia;AG;G282;11;21,06;22,6;22,65;16,61;93,92
Sud;Campania;NA;G283;3;6,17;12,86;9,5;10,75;42,28
Nord Est;Friuli- Venezia Giulia;UD;G284;2;8;10;5;7,33;32,33
Sud;Puglia;LE;G285;1,33;2,5;0;0;2,5;6,33
Isole;Sardegna;OR;G286;0;0;2;0;0,17;2,17
Isole;Sardegna;CA;G287;2;3,13;3,92;4;2;15,05
Sud;Calabria;RC;G288;9,13;27,94;18;14,19;15,13;84,39
Centro;Marche;AP;G289;0;0;0;0;0;0
Sud;Abruzzo ;CH;G290;2;2;3;3;1;11
Sud;Puglia;BA;G291;19;23,33;22,08;34;18,25;116,66
Sud;Campania;SA;G292;0;0,66;2,33;0;0;2,99
Centro;Lazio;RM;G293;8,5;27,84;17,5;7;10;70,84
Sud;Abruzzo ;CH;G294;2;1;3;5;2;13
Nord Ovest;Lombardia;BG;G295;2;11,5;7,75;6,5;5;32,75
Nord Est;Veneto;VR;G297;0;0;1;2;2;5
Sud;Calabria;CS;G298;3;1;0;2;3;9
Nord Est;Friuli- Venezia Giulia;UD;G300;0;1,6;0,33;3,5;4,5;9,93
Nord Ovest;Piemonte;CN;G302;3;1;5;1;1,5;11,5
Nord Ovest;Piemonte;TO;G303;0;1;5;0;2;8
Nord Ovest;Lombardia;PV;G304;0;0;0;1;2;3
Nord Ovest;Lombardia;CR;G306;1;13,5;14,83;12,71;15,5;57,54
Sud;Calabria;CS;G307;1;1;0;0;0;2
Centro;Umbria;PG;G308;1,16;5,5;4;7;8,17;25,83
Sud;Campania;NA;G309;0;18;38,24;26,72;26,83;109,79
Sud;Campania;BN;G311;5;3;1;1;0,92;10,92
Sud;Puglia;FG;G312;3;4;0;6,5;2;15,5
Isole;Sicilia;TP;G315;13,71;12;10,5;5;8,67;49,88
Nord Ovest;Lombardia;MI;G316;1;17;9,67;3;1;31,67
Sud;Calabria;CS;G317;4;12,43;17,94;14,33;11;59,7
Sud;Campania;BN;G318;3;3;3;5;9,25;23,25
Isole;Sicilia;TP;G319;0,5;6,83;9,92;13;15,55;45,8
Sud;Calabria;CS;G320;0;0;0;2;0;2
Nord Est;Veneto;RO;G323;0;4;3;1,33;3;11,33
Nord Ovest;Lombardia;MI;G324;15,5;93,58;67,58;37,79;28,75;243,2
Sud;Puglia;LE;G325;17,82;14,79;11,53;5,66;9,33;59,13
Nord Ovest;Lombardia;BS;G327;1,5;22,75;10,93;19,5;4,8;59,48
Nord Ovest;Lombardia;CO;G329;0;9;4;7;0;20
Nord Ovest;Piemonte;TO;G330;0;0;1;0;1;2
Sud;Calabria;CS;G331;0;0;1;0;0;1
Sud;Campania;CE;G333;2;8,25;5,2;5,47;11;31,92
Nord Ovest;Piemonte;AL;G334;0;0;0;1;0;1
Sud;Calabria;VV;G335;3;7;5;2;1;18
Nord Ovest;Lombardia;LC;G336;2;0;0;0;0;2
Nord Est;Emilia-Romagna;PR;G337;164,5;638,34;554,98;237,32;182,19;1777,33
Nord Ovest;Piemonte;AL;G338;1;5;1;1;3,5;11,5
Nord Ovest;Piemonte;CN;G339;0;2;1;0;0;3
Sud;Campania;AV;G340;0;2;3;1;0;6
Nord Ovest;Lombardia;PV;G342;0;1,5;1;5;0;7,5
Centro;Umbria;TR;G344;1;2;2;0;0;5
Nord Ovest;Lombardia;BG;G346;4;12,5;6,5;1;1;25
Isole;Sicilia;TP;G347;4,25;5;9;9,58;9,67;37,5
Isole;Sicilia;PA;G348;9,36;16,75;31,79;20,5;37,68;116,08
Nord Ovest;Piemonte;NO;G349;1;2,83;2;1,5;5;12,33
Nord Ovest;Lombardia;BG;G350;8;6;1;0,8;1;16,8
Nord Est;Friuli- Venezia Giulia;UD;G352;2;9;21,5;12;15;59,5
Nord Est;Friuli- Venezia Giulia;PN;G353;1;5;4,67;2,75;10,17;23,59
Nord Ovest;Lombardia;BS;G354;1;0;3,83;1;0;5,83
Nord Ovest;Piemonte;AT;G358;1;1;1;1,5;1;5,5
Centro;Umbria;PG;G359;3;10,17;12,11;6;8;39,28
Nord Ovest;Lombardia;BS;G361;1;16,11;18;6;12,17;53,28
Centro;Lazio;FR;G362;0;0;1;1,5;0;2,5
Sud;Campania;CE;G364;1;5;2;1;1,5;10,5
Nord Est;Veneto;VR;G365;0;4;4;6;7,5;21,5
Nord Ovest;Piemonte;AL;G367;0;1;5;0;3;9
Nord Ovest;Lombardia;LC;G368;2;5;7;0;0;14
Sud;Campania;AV;G370;1,12;0,06;1,06;1,33;0,06;3,63
Isole;Sicilia;CT;G371;16,52;29,17;46,22;72,16;26,57;190,64
Sud;Calabria;CS;G372;1;0;1;0;1;3
Centro;Lazio;FR;G374;0,5;1;3;1;4;9,5
Isole;Sardegna;SS;G376;0;1;2;3,5;3,11;9,61
Isole;Sicilia;ME;G377;6;20;15,17;11,34;11,25;63,76
Sud;Puglia;LE;G378;4,75;3;0;0;2;9,75
Isole;Sardegna;OR;G379;0;1;1;0;1;3
Nord Est;Friuli- Venezia Giulia;UD;G381;0;3;2;1;3;9
Isole;Sardegna;CA;G382;0;0;0;1;0;1
Isole;Sardegna;CA;G383;0;0;0;2,5;1;3,5
Isole;Sardegna;OR;G384;1;0;1;2;7,47;11,47
Nord Ovest;Lombardia;MI;G385;8,3;50,89;25,5;15,95;14,02;114,66
Sud;Campania;BN;G386;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G387;0;0;2;1;8;11
Nord Ovest;Lombardia;PV;G388;128,24;341,73;197,64;93,15;56,57;817,33
Nord Est;Friuli- Venezia Giulia;UD;G389;0,33;6;0;4;6,17;16,5
Nord Ovest;Lombardia;BS;G391;0;1;3,89;0;2,83;7,72
Nord Ovest;Piemonte;TO;G392;1;3;4;7;5,39;20,39
Nord Est;Emilia-Romagna;MO;G393;11,68;28,69;29,48;15,22;19,58;104,65
Sud;Calabria;RC;G394;0;1;0;1;0;2
Centro;Toscana;PI;G395;4,5;7,08;4,33;4,03;3,33;23,27
Nord Ovest;Piemonte;TO;G396;0;0;0,56;0;0;0,56
Nord Ovest;Piemonte;AL;G397;0;0,66;4,5;1;2;8,16
Nord Ovest;Piemonte;TO;G398;5,91;5;7;1,37;4;23,28
Nord Est;Emilia-Romagna;PC;G399;2,22;3,44;3;1,47;1,5;11,63
Sud;Calabria;CS;G400;1;0;0;0;0;1
Isole;Sicilia;CT;G402;6;17;31,58;29;27,91;111,49
Centro;Marche;AP;G403;8;8;4;3,66;0;23,66
Nord Est;Veneto;BL;G404;1;5,5;9,83;1,5;4,94;22,77
Nord Ovest;Lombardia;BS;G407;0;3;4,4;4,25;11,55;23,2
Nord Est;Veneto;TV;G408;0;18,22;11,25;8,5;6,6;44,57
Nord Ovest;Lombardia;SO;G410;0;0;1;0;0;1
Sud;Calabria;CS;G411;1;1;2;0;0;4
Nord Ovest;Lombardia;BG;G412;3,51;25,41;25;10,16;3,33;67,41
Nord Ovest;Lombardia;CO;G415;0;1;0;0;0;1
Centro;Marche;PS;G416;1,5;0;0;1;1;3,5
Nord Ovest;Lombardia;MN;G417;0;4;13;4;15,75;36,75
Nord Ovest;Lombardia;BG;G418;2;3,17;1;1;0,67;7,84
Centro;Toscana;FI;G420;6;12,58;15,45;6,83;7,5;48,36
Nord Ovest;Piemonte;NO;G421;1;2,5;3,5;1;2;10
Nord Est;Emilia-Romagna;PR;G424;3;3;1,8;2;2,35;12,15
Sud;Campania;SA;G426;2;45,2;21;26,67;5,5;100,37
Nord Ovest;Lombardia;CO;G427;2;5,5;2,5;2,17;1,67;13,84
Nord Ovest;Piemonte;AT;G430;0;0;0;1;3;4
Nord Ovest;Lombardia;SO;G431;3;4;4;3;3,5;17,5
Centro;Umbria;TR;G432;0;2;2;3,5;1;8,5
Centro;Marche;PS;G433;3;7,08;5,45;3;6,17;24,7
Sud;Abruzzo ;CH;G434;0;0;0;1;0;1
Sud;Abruzzo ;CH;G435;0;0;0;1;0;1
Centro;Marche;MC;G436;0;0;0;2;8,58;10,58
Sud;Abruzzo ;TE;G437;0;1,67;2;1;1;5,67
Sud;Abruzzo ;PE;G438;3;5,17;24,58;9,45;11,49;53,69
Sud;Calabria;CZ;G439;0;1;1,17;0;0;2,17
Sud;Abruzzo ;CH;G441;1;0;1;0;2;4
Nord Est;Veneto;BL;G442;0,16;2,83;2,17;1;0;6,16
Centro;Lazio;RM;G444;3,34;1,42;0;0;0;4,76
Isole;Sardegna;NU;G445;0;0;1;1;0;2
Isole;Sardegna;CA;G446;0;1;0,67;0;0;1,67
Sud;Campania;SA;G447;2;6;5;2,5;1,5;17
Nord Ovest;Lombardia;LC;G448;0;4;1;0;2;7
Sud;Abruzzo ;AQ;G449;0;5;0;0;0;5
Isole;Sardegna;SS;G450;2;4;1;1;3;11
Centro;Toscana;AR;G451;0;0;2;3;3;8
Centro;Marche;PS;G453;2;1,5;5,22;4,38;10,95;24,05
Nord Ovest;Liguria;IM;G454;11;12;3;3;1;30
Sud;Campania;SA;G455;0;0;1;1;0;2
Nord Ovest;Lombardia;LC;G456;4;8,5;7,5;2;5;27
Nord Ovest;Piemonte;CN;G457;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G458;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;G459;3;2,5;2;1;0;8,5
Nord Est;Veneto;PD;G461;0;8;1,33;6,25;7,53;23,11
Nord Ovest;Piemonte;TO;G462;0;0;1;0;2;3
Nord Ovest;Piemonte;TO;G463;4;15,92;19,34;5;6,33;50,59
Nord Ovest;Piemonte;TO;G465;3;4;2;2;0;11
Nord Est;Emilia-Romagna;BO;G467;9,5;69,13;73,92;40,06;32,22;224,83
Nord Ovest;Lombardia;CR;G469;1;15;5;5,5;11;37,5
Nord Ovest;Piemonte;VC;G471;0;2;0;1;1;4
Nord Ovest;Lombardia;BS;G474;0,5;0;0;3,01;1;4,51
Nord Ovest;Lombardia;BS;G475;0;2;0;0;2;4
Sud;Campania;SA;G476;0;0;0;1;0;1
Nord Ovest;Piemonte;TO;G477;0;0;1,5;0,5;3,5;5,5
Centro;Umbria;PG;G478;107,86;296,62;326,43;210,93;198,24;1140,08
Centro;Marche;PS;G479;39,88;181,49;157,61;75,22;71,7;525,9
Centro;Toscana;LU;G480;2,21;7,25;8,53;5,26;9,5;32,75
Nord Est;Veneto;VR;G481;0;37;42,33;31,52;32,78;143,63
Sud;Abruzzo ;PE;G482;46,64;255,12;232,6;167,3;125,66;827,32
Nord Ovest;Lombardia;CR;G483;0;2;0;1;5,55;8,55
Sud;Abruzzo ;AQ;G484;11;17,92;8,98;2;0,13;40,03
Nord Ovest;Lombardia;LC;G485;1;1,9;8;0;2;12,9
Sud;Molise;IS;G486;1;0;1;1;5;8
Sud;Puglia;FG;G487;21,88;9,45;4,5;2;1,33;39,16
Nord Ovest;Lombardia;MI;G488;8,5;74,55;71,96;27,7;32,93;215,64
Nord Est;Veneto;VR;G489;20;58,94;51,94;26,83;17,7;175,41
Centro;Toscana;PT;G491;3;30,45;28,66;16,38;25,08;103,57
Sud;Abruzzo ;AQ;G492;1;5;2;0;6;14
Sud;Abruzzo ;AQ;G493;14,39;34,54;12,5;5;2;68,43
Sud;Campania;BN;G494;3;2;1;2;1;9
Sud;Molise;IS;G495;2;0;0;1;1;4
Sud;Basilicata;PZ;G496;1;0,67;1;2,67;0;5,34
Sud;Molise;IS;G497;0;1;1;0;0;2
Centro;Lazio;RI;G498;5;10,88;5;5,17;2,17;28,22
Sud;Abruzzo ;PE;G499;1,25;0;0;0;0;1,25
Centro;Lazio;FR;G500;2;0,33;2;0,95;2;7,28
Nord Ovest;Lombardia;MI;G502;2,33;34,17;18,17;5;3,5;63,17
Nord Ovest;Lombardia;CR;G504;0;0;0;1;1;2
Nord Ovest;Piemonte;TO;G505;2;5;0;0;0;7
Sud;Molise;CB;G506;8;8;6;1,67;3;26,67
Centro;Lazio;RI;G507;1;0,5;1;0;2;4,5
Sud;Calabria;KR;G508;2;7;7;5;2,91;23,91
Sud;Campania;SA;G509;1;1;0,89;0;1;3,89
Isole;Sicilia;PA;G510;2;4;4,5;1,11;3;14,61
Isole;Sicilia;PA;G511;4;6;6;1;2;19
Sud;Molise;CB;G512;0;3;4;0;2;9
Centro;Lazio;RI;G513;2,5;11;3;1;3;20,5
Centro;Marche;PS;G514;1;5;6,17;2,13;1,63;15,93
Centro;Marche;MC;G515;0;1;0;1;1;3
Centro;Marche;AP;G516;0;1;3;2;4;10
Sud;Calabria;CZ;G517;0;3,86;0,25;1;2;7,11
Sud;Calabria;CZ;G518;1;1;3;0;1;6
Sud;Campania;AV;G519;0;0,75;0;1;0;1,75
Nord Ovest;Piemonte;NO;G520;0;2;2;2;4;10
Nord Ovest;Piemonte;BI;G521;0;0;3;1;2;6
Isole;Sicilia;ME;G522;1;1;1,5;0;0;3,5
Sud;Molise;IS;G523;1;0;0;1;0;2
Sud;Abruzzo ;AQ;G524;1;2,67;3,5;6;3,8;16,97
Nord Est;Veneto;RO;G525;0;0;0;2;0;2
Nord Ovest;Piemonte;CN;G526;2;11,66;4,33;6,66;8,17;32,82
Nord Ovest;Piemonte;VC;G528;1;1;1,5;2;4;9,5
Nord Ovest;Lombardia;BS;G529;0;0,66;5,8;2;2;10,46
Nord Ovest;Piemonte;CN;G532;0;1;1;0;4;6
Nord Est;Veneto;PD;G534;0;0;2;2,07;2,5;6,57
Nord Est;Emilia-Romagna;PC;G535;62,67;227,74;243,78;134,95;126,28;795,42
Nord Ovest;Lombardia;CR;G536;0;5;6,5;0,67;11;23,17
Centro;Marche;PS;G537;0,66;2;0;0;2,5;5,16
Sud;Campania;SA;G538;2;2;0;0;0,5;4,5
Sud;Campania;SA;G540;1;0;0;0;0;1
Sud;Campania;CE;G541;0;0;0;0;6;6
Nord Ovest;Liguria;SV;G542;0;1;4;3;4;12
Isole;Sicilia;PA;G543;6,9;7,5;3,8;5;4,67;27,87
Nord Ovest;Valle d'Aosta;AO;G545;0;1;1;0;0;2
Nord Ovest;Lombardia;BS;G546;2;12,5;20,46;7,8;2,5;45,26
Centro;Toscana;SI;G547;2,25;2,5;5,83;5,82;1;17,4
Nord Ovest;Lombardia;BS;G549;2,25;13;6;3;1,5;25,75
Centro;Marche;PS;G551;1;1;0;1;1,5;4,5
Centro;Toscana;AR;G552;1;17;14;4,33;3,5;39,83
Sud;Calabria;CS;G553;0;1,88;1;1;0;3,88
Sud;Abruzzo ;PE;G555;2;5,5;10,67;5;7,17;30,34
Nord Ovest;Lombardia;CO;G556;3;5,5;4;3,5;3;19
Nord Est;Emilia-Romagna;PC;G557;2;8;3,83;2;2,33;18,16
Nord Ovest;Lombardia;CR;G558;0;1;2;2;8,79;13,79
Nord Ovest;Piemonte;TO;G559;3;32,5;35,59;35;29,67;135,76
Nord Est;Veneto;VI;G560;0;1;2;3;10;16
Nord Ovest;Piemonte;CN;G561;0;1;5;2;7,5;15,5
Nord Ovest;Lombardia;BG;G564;0;0;0,6;0;1;1,6
Nord Est;Veneto;VE;G565;2;30,5;18;14,7;9,33;74,53
Nord Est;Emilia-Romagna;BO;G566;4,5;9,45;4;8,33;6,67;32,95
Sud;Campania;NA;G568;2;7,05;12,83;9;4,13;35,01
Nord Est;Emilia-Romagna;BO;G570;6;38,65;34,58;18,75;21;118,98
Centro;Lazio;VT;G571;0;6,5;1,5;1;1;10
Nord Ovest;Lombardia;SO;G572;0;0;2;0,5;2;4,5
Nord Ovest;Lombardia;BG;G574;0;1;2;1;0;4
Nord Ovest;Piemonte;CN;G575;0;6;6;3;3,67;18,67
Nord Ovest;Lombardia;SO;G576;2,17;4;1,67;0;2,61;10,45
Nord Ovest;Piemonte;BI;G577;0;1;1;0;1;3
Nord Ovest;Lombardia;BG;G579;7,57;7,83;2,71;0;1;19,11
Isole;Sicilia;EN;G580;28,86;42,06;31,71;33,15;28,59;164,37
Centro;Toscana;LU;G582;1;3;0;0,67;4,06;8,73
Nord Ovest;Lombardia;BG;G583;2,5;4;1,67;0;0;8,17
Nord Est;Veneto;PD;G587;4;10,5;5;15,17;15,6;50,27
Nord Ovest;Lombardia;BG;G588;0;2;0;0;0;2
Sud;Abruzzo ;PE;G589;0;1;1,44;0,44;0,44;3,32
Sud;Basilicata;PZ;G590;5;6;2;2;3;18
Centro;Lazio;FR;G591;0;1,5;1;0;1;3,5
Centro;Lazio;FR;G592;1;1,5;1;0;3,33;6,83
Nord Ovest;Piemonte;AT;G593;0;0,5;1;0;1;2,5
Nord Ovest;Piemonte;BI;G594;4;1;0;1;1;7
Sud;Campania;CE;G596;6;8,11;4,11;6,5;10,05;34,77
Isole;Sicilia;CT;G597;5,75;5,92;9,58;7,75;3;32
Centro;Lazio;FR;G598;0;14;8;8;2,22;32,22
Nord Ovest;Piemonte;VB;G600;2;0;2;0;1;5
Centro;Umbria;PG;G601;1;1;5;3,16;12,5;22,66
Centro;Toscana;SI;G602;3;2;2;2,75;3;12,75
Nord Ovest;Lombardia;CR;G603;0;2,5;2,75;4;2;11,25
Sud;Puglia;FG;G604;2;1;4;2;0;9
Nord Ovest;Liguria;SV;G605;107,16;112,63;19;5;7,5;251,29
Sud;Molise;IS;G606;3;2;1;0,29;1;7,29
Nord Ovest;Liguria;IM;G607;2;2;2;1;3,5;10,5
Sud;Abruzzo ;TE;G608;0;2;2;0;0,02;4,02
Sud;Molise;CB;G609;3,22;2,33;0;0;1;6,55
Sud;Molise;CB;G610;1;3,83;0;1;0;5,83
Sud;Campania;AV;G611;1;0;3;1;2;7
Nord Ovest;Lombardia;PV;G612;1;1;3;1;2;8
Sud;Abruzzo ;CH;G613;0;0;0;0;0;0
Sud;Basilicata;PZ;G614;1;2;3,25;3;0,9;10,15
Sud;Calabria;CS;G615;0;1;0,87;0;0;1,87
Sud;Basilicata;PZ;G616;4;1;1,54;0;0;6,54
Centro;Umbria;PG;G618;0;3;1,5;0;1,82;6,32
Nord Ovest;Piemonte;AL;G619;0;0;3;0,33;6;9,33
Sud;Campania;CE;G620;2;0,45;5;2,5;0,33;10,28
Sud;Abruzzo ;PE;G621;0;0;0;0;2;2
Sud;Calabria;CS;G622;0;0;3,5;1;2;6,5
Sud;Basilicata;PZ;G623;0;1;1;0;1;3
Isole;Sicilia;EN;G624;7,8;5,8;15;7,33;6,78;42,71
Nord Ovest;Piemonte;CN;G625;2;0;1;0;0;3
Sud;Campania;BN;G626;0;0;1;0;0;1
Centro;Marche;PS;G627;0;0;1,5;0;1;2,5
Centro;Toscana;LU;G628;15,5;29;19,02;25,33;46,01;134,86
Sud;Campania;AV;G629;4;3;3,67;1;1;12,67
Sud;Campania;CE;G630;0;0;0;0;1;1
Sud;Campania;BN;G631;3,81;1,83;4,95;1;5,7;17,29
Nord Ovest;Liguria;IM;G632;3;1,83;4,33;3;7,5;19,66
Nord Ovest;Lombardia;MN;G633;0;0;3;3;2;8
Nord Ovest;Lombardia;MI;G634;5,1;31;55;57,5;6,5;155,1
Nord Ovest;Lombardia;PV;G635;0;0;0,5;1;1;2,5
Centro;Toscana;PT;G636;0;8,5;9,49;9,17;5,5;32,66
Centro;Marche;MC;G637;0;0,67;1;0;1,5;3,17
Nord Est;Veneto;BL;G638;0;3,39;0;1;1;5,39
Nord Ovest;Lombardia;PV;G639;1;1;0,33;1,83;3;7,16
Nord Est;Veneto;BL;G642;5,5;12,08;10,5;8,08;1;37,16
Nord Est;Emilia-Romagna;BO;G643;1;17;13,69;12,44;6,5;50,63
Nord Est;Veneto;TV;G645;2;12,5;9,5;9;15;48
Nord Ovest;Liguria;GE;G646;0;7,5;6,83;5,5;2;21,83
Nord Ovest;Lombardia;CR;G647;0;0;1;1;7;9
