Area;Regione;Provincia;2022_CodCom;NTN 2022 fino a 50 mq;NTN  2022 50 -| 85 mq;NTN 2022 85 -| 115 mq;NTN  2022 115 -| 145 mq;NTN  2022 oltre 145 mq;NTN_2022
Nord Ovest;Lombardia;CO;F828;2;5;6;1;3;17
Nord Est;Veneto;VI;F829;0;9;21,75;7;34,83;72,58
Isole;Sicilia;CL;F830;28,83;54;41,67;27,38;30,5;182,38
Sud;Abruzzo;TE;F831;14,39;102,36;53,6;29,5;22,25;222,1
Nord Est;Friuli- Venezia Giulia;UD;F832;1;5;2;1;12,5;21,5
Nord Ovest;Piemonte;BI;F833;0;1;1;4;3;9
Nord Est;Veneto;VI;F838;1;7;7;9;10,83;34,83
Sud;Campania;NA;F839;1266,97;2339,47;2432,98;1371,74;915,38;8326,54
Isole;Sardegna;OR;F840;1;2;5;2;6,83;16,83
Isole;Sardegna;CA;F841;3;1;3,28;0,34;3,67;11,29
Sud;Puglia;LE;F842;53,41;166,38;106,94;92,52;92,67;511,92
Sud;Calabria;VV;F843;1;8;5;5;1;20
Centro;Umbria;TR;F844;13,8;40,33;45,85;31,75;39,97;171,7
Isole;Sicilia;AG;F845;11,5;21,28;20,11;13,67;16,2;82,76
Nord Ovest;Piemonte;CN;F846;1;7;13;6,5;12,33;39,83
Nord Ovest;Liguria;SV;F847;1,11;0;0;2,5;0;3,61
Isole;Sicilia;ME;F848;0,5;1,5;6,19;6,75;5,5;20,44
Nord Ovest;Lombardia;BS;F851;0;20,06;31,5;22,27;29,83;103,66
Sud;Abruzzo;AQ;F852;2;4;2,5;0;4,49;12,99
Centro;Lazio;RM;F857;0;6;6;4;8,5;24,5
Nord Ovest;Liguria;GE;F858;4;3,5;7,09;2;12,25;28,84
Nord Ovest;Piemonte;NO;F859;7,25;28,57;12,89;7;16,13;71,84
Nord Est;Veneto;VR;F861;15,44;38;49,09;33,95;89,07;225,55
Nord Ovest;Liguria;GE;F862;0;3;6,5;4,5;5,56;19,56
Nord Ovest;Piemonte;CN;F863;2;8;5;3;13;31
Nord Ovest;Lombardia;BG;F864;9,25;38;41,38;25,58;29,01;143,22
Centro;Lazio;RM;F865;0;5;10,5;2;13,5;31
Sud;Basilicata;PZ;F866;1;3;0;2;1;7
Isole;Sardegna;OR;F867;0;0;0;0;4,07;4,07
Centro;Lazio;VT;F868;10;24,5;47,67;37,3;42,5;161,97
Sud;Abruzzo;TE;F870;2;4;21;10,94;16,5;54,44
Centro;Lazio;RM;F871;4;14,67;9,5;7;6,5;41,67
Nord Est;Veneto;TV;F872;1,11;19;21;10,67;25,35;77,13
Nord Ovest;Lombardia;MI;F874;17,5;89,67;76;28,8;42,98;254,95
Centro;Lazio;RI;F876;0,8;2,8;3;0;1;7,6
Nord Ovest;Lombardia;CO;F877;11;17;6;2,5;2,25;38,75
Nord Ovest;Piemonte;BI;F878;2;8,67;4;8;10;32,67
Centro;Lazio;RM;F880;76,79;257,24;176,83;88,98;89,5;689,34
Sud;Puglia;LE;F881;3;6,86;7;7;11,89;35,75
Nord Est;Emilia-Romagna;PR;F882;1;11,5;15;18,5;25,5;71,5
Nord Ovest;Piemonte;CN;F883;0;0;1;2;3;6
Nord Ovest;Lombardia;BS;F884;1;7,5;5;1;4,5;19
Nord Ovest;Piemonte;NO;F886;0;0;1;2;1;4
Nord Ovest;Lombardia;LC;F887;3;10;19,17;8,5;7,46;48,13
Nord Ovest;Piemonte;TO;F889;20;436,21;219,07;64;53,61;792,89
Isole;Sicilia;CT;F890;5;10,58;11,97;10,08;30,53;68,16
Nord Ovest;Lombardia;PV;F891;1;1;1;0;1,25;4,25
Isole;Sicilia;EN;F892;6,5;18;29,32;14,84;22;90,66
Sud;Calabria;VV;F893;6;23,39;11,25;8,34;7;55,98
Nord Ovest;Piemonte;CN;F894;0;0;0;0;4,33;4,33
Nord Ovest;Piemonte;CN;F895;0;2;5;2;2;11
Nord Est;Friuli- Venezia Giulia;UD;F898;1;4;1,67;7;30;43,67
Isole;Sicilia;CL;F899;32,85;33,42;51,3;23,94;38,79;180,3
Isole;Sicilia;EN;F900;7;7;5;6;9,42;34,42
Isole;Sicilia;ME;F901;2;12;5;3;5,27;27,27
Nord Ovest;Piemonte;AT;F902;3;36,1;47,27;19,67;44,17;150,21
Nord Est;Veneto;VE;F904;10,67;59,1;59,66;56,34;57,37;243,14
Nord Ovest;Piemonte;TO;F906;3;3;0;1;0;7
Sud;Calabria;CS;F907;0;0;0;0;0;0
Sud;Abruzzo;PE;F908;0;1;1;2;4;8
Sud;Calabria;CZ;F910;49;24,75;7;3,33;0;84,08
Centro;Umbria;PG;F911;1,7;8,5;13,17;20,39;21,17;64,93
Sud;Campania;SA;F912;42,23;67,92;101,38;94,98;75,27;381,78
Sud;Campania;SA;F913;10,24;19,42;37,79;53,69;38,39;159,53
Nord Est;Emilia-Romagna;PR;F914;10;50,33;80,66;32;42,65;215,64
Sud;Puglia;BA;F915;30,56;51,66;69,27;40,44;44,72;236,65
Sud;Puglia;LE;F916;3;1;4;2,13;6;16,13
Sud;Basilicata;PZ;F917;1;0;3,75;1;0;5,75
Nord Est;Veneto;VR;F918;1;20,44;29;29,33;37,22;116,99
Nord Est;Veneto;VR;F921;1;19;22;8,53;18;68,53
Nord Est;Veneto;VI;F922;1;1;1;2;7,67;12,67
Sud;Puglia;BA;F923;11;52,67;79,36;50,62;79,19;272,84
Sud;Campania;NA;F924;16;36,67;113,29;78,9;72,46;317,32
Nord Ovest;Piemonte;TO;F925;3,5;19;25,33;14,33;14,25;76,41
Nord Ovest;Liguria;SV;F926;8,01;37,66;21;5;5;76,67
Nord Ovest;Piemonte;TO;F927;2;0;0;0;0;2
Nord Est;Emilia-Romagna;MO;F930;6,5;80,83;80,09;44,54;47,67;259,63
Nord Ovest;Piemonte;TO;F931;2;24;31;20;21,25;98,25
Nord Ovest;Piemonte;VB;F932;2;0;6;5;4;17
Isole;Sardegna;NU;F933;0;0;0;0;1;1
Isole;Sardegna;OR;F934;0;1;0;1;1;3
Centro;Umbria;PG;F935;3;10,78;12,94;16,67;13,84;57,23
Centro;Lazio;LT;F937;12;9;6,33;2;3,75;33,08
Nord Ovest;Lombardia;MI;F939;0;2;1;1;0;4
Nord Ovest;Lombardia;BG;F941;3;9;9;5,13;8,5;34,63
Sud;Abruzzo;TE;F942;6;5;10;11,17;14;46,17
Isole;Sicilia;SR;F943;35,56;135,78;85,63;66,72;65,6;389,29
Nord Ovest;Lombardia;MI;F944;26;124,5;102,29;22,12;20,67;295,58
Nord Ovest;Piemonte;TO;F948;2;1;2,93;0;1;6,93
Isole;Sicilia;ME;F951;0;2;3,5;2;2;9,5
Nord Ovest;Piemonte;NO;F952;78,21;534,88;556,25;281,92;212,95;1664,21
Nord Ovest;Lombardia;MI;F955;20,5;113,67;77,51;31,25;31,25;274,18
Nord Ovest;Lombardia;SO;F956;6,83;6,25;8,5;4;5,95;31,53
Nord Est;Veneto;VI;F957;3;6;8,67;5,5;16,67;39,84
Nord Ovest;Lombardia;CO;F958;1;6;5;5;2;19
Nord Est;Emilia-Romagna;RE;F960;4;34,19;65,83;28,67;47,36;180,05
Nord Ovest;Piemonte;CN;F961;1;1;4;1;4;11
Nord Est;Veneto;PD;F962;3;54;61,5;25,6;32,99;177,09
Nord Est;Veneto;VE;F963;1;33;36,5;23,71;17,52;111,73
Nord Est;Veneto;VI;F964;3,5;18;16,5;22;39,19;99,19
Nord Ovest;Piemonte;AL;F965;14;118;128,5;59,5;44;364
Nord Est;Emilia-Romagna;MO;F966;0;22,25;33;32,25;33,25;120,75
Sud;Campania;SA;F967;1,78;0,4;0;5;4;11,18
Nord Ovest;Lombardia;MI;F968;0;25;19;5;16,5;65,5
Sud;Puglia;LE;F970;3;8;6,32;11,25;13,25;41,82
Nord Ovest;Piemonte;CN;F972;0;0;2;1;1;4
Isole;Sardegna;OR;F974;0;1;0;0;1;2
Isole;Sardegna;SS;F975;0;0;3;1;4,67;8,67
Isole;Sardegna;SS;F976;0;0;0;1;0,14;1,14
Isole;Sardegna;SS;F977;1;0,5;4,25;5;4;14,75
Centro;Marche;AN;F978;40,5;120,12;31,45;6;5,33;203,4
Isole;Sardegna;NU;F979;14;44,66;66,7;56,36;49,93;231,65
Isole;Sardegna;OR;F980;1;2;1;2;5;11
Isole;Sardegna;NU;F981;0;0;0;1;3,17;4,17
Isole;Sardegna;NU;F982;0;0;2;1;0,86;3,86
Isole;Sardegna;CA;F983;1;0;5;1;8,5;15,5
Isole;Sardegna;OR;F985;0;0;0;0;1;1
Isole;Sardegna;NU;F986;1;0;5;1;5;12
Nord Ovest;Valle d'Aosta;AO;F987;5;13,5;6;3;0;27,5
Sud;Campania;AV;F988;4,83;2,33;7;9,5;15,35;39,01
Nord Ovest;Lombardia;BS;F989;2;5;12,17;4;17,95;41,12
Nord Ovest;Lombardia;BS;F990;3;16;10;9,06;15,33;53,39
Isole;Sardegna;CA;F991;0;1;0;1;3,5;5,5
Nord Ovest;Piemonte;BI;F992;0;11;8;5;21,75;45,75
Nord Ovest;Piemonte;BI;F993;3;7,5;8;5;11,92;35,42
Nord Est;Veneto;RO;F994;1;49,5;67,23;43,67;27,17;188,57
Nord Ovest;Piemonte;AL;F995;0;1;0;1,5;6,67;9,17
Sud;Abruzzo;AQ;F996;0;1;0,75;0;4;5,75
Nord Ovest;Piemonte;AL;F997;0;0;1;1;11;13
Nord Ovest;Piemonte;AL;F998;0;0;0,5;0;9;9,5
Nord Est;Veneto;TV;F999;5;38,5;54,53;42,8;67,45;208,28
Nord Ovest;Lombardia;BS;G001;3;6,5;2;3,5;1,5;16,5
Sud;Abruzzo;AQ;G002;2,75;3,33;0,33;0;1,33;7,74
Centro;Marche;AN;G003;0;5;10;4;8;27
Nord Ovest;Lombardia;CR;G004;4;22,5;27,08;16,5;11,33;81,41
Centro;Marche;AP;G005;1;3;5;6,83;16;31,83
Nord Ovest;Lombardia;BS;G006;0;17;16,7;9,2;16,5;59,4
Nord Ovest;Piemonte;VB;G007;6;17,75;8,25;4;15;51
Nord Ovest;Lombardia;VA;G008;0;5;20;4,33;10,94;40,27
Nord Ovest;Lombardia;LC;G009;2,33;35,33;39,83;16;13;106,49
Nord Ovest;Piemonte;TO;G010;0;0;4;4;1;9
Sud;Campania;SA;G011;4;6;9;4,89;10;33,89
Nord Ovest;Valle d'Aosta;AO;G012;0;0;1;1;0;2
Isole;Sardegna;SS;G015;254,48;518,88;221,34;126,53;110,4;1231,63
Nord Ovest;Piemonte;VC;G016;0;2;4;0;4;10
Nord Ovest;Piemonte;VC;G018;0;1;5,5;1;1;8,5
Nord Ovest;Piemonte;NO;G019;6;33,72;51,93;51,5;45,55;188,7
Nord Ovest;Piemonte;NO;G020;1;4,52;10;7,25;12;34,77
Nord Ovest;Lombardia;PV;G021;0;1;1;1;4;7
Centro;Lazio;RM;G022;16;19;17,5;6,67;9,5;68,67
Sud;Campania;SA;G023;2,17;16,75;19,34;7,67;15,42;61,35
Nord Ovest;Lombardia;CO;G025;10,5;55,5;60;29,78;30,7;186,48
Nord Ovest;Lombardia;LC;G026;11,75;19;29,75;11;15,75;87,25
Nord Ovest;Lombardia;VA;G028;13;50,33;40;43;53,85;200,18
Nord Ovest;Lombardia;LC;G030;1;30,5;22;17;11;81,5
Isole;Sardegna;NU;G031;0;5;0,69;2,78;5,25;13,72
Nord Ovest;Lombardia;PV;G032;0;2;0;0;1;3
Sud;Calabria;CZ;G034;0;2;0;3;0;5
Isole;Sicilia;ME;G036;10,72;18,16;8;4;1;41,88
Sud;Basilicata;MT;G037;2;0;0;0;0;2
Sud;Campania;SA;G039;2;3;2;4,17;3;14,17
Nord Ovest;Lombardia;LC;G040;3;16;8,5;4;5,33;36,83
Nord Ovest;Liguria;IM;G041;5;1;0;1;0;7
Nord Ovest;Piemonte;AL;G042;0;0;0;0;3;3
Isole;Sardegna;OR;G043;1;0;0;0;3;4
Isole;Sardegna;NU;G044;0;0;0;0;1;1
Nord Ovest;Valle d'Aosta;AO;G045;1,5;1;1;2;0;5,5
Isole;Sardegna;SS;G046;4;16;19;6;8;53
Nord Ovest;Lombardia;CR;G047;0;0;2;1;10;13
Nord Ovest;Piemonte;AT;G048;0;0;0;0;2;2
Nord Ovest;Lombardia;BG;G049;0;2;0;0;1;3
Nord Ovest;Lombardia;BG;G050;14,1;33,29;1,83;2;2,83;54,05
Nord Ovest;Lombardia;BG;G054;0;1,8;0;1;0;2,8
Nord Ovest;Lombardia;CO;G056;1;14;15,5;3,25;0,25;34
Isole;Sardegna;NU;G058;0;1;1;1;0,5;3,5
Nord Ovest;Lombardia;BS;G061;0;1;10;6;16;33
Nord Ovest;Piemonte;VB;G062;7,03;60,44;64,77;32,75;24,33;189,32
Sud;Campania;SA;G063;0;2;3;1,75;1;7,75
Isole;Sardegna;NU;G064;0;0;0;0;0,89;0,89
Centro;Lazio;VT;G065;2;4;1;3;1,83;11,83
Nord Ovest;Piemonte;CN;G066;1;4;1;2;3;11
Nord Ovest;Lombardia;BG;G068;13,5;14,83;4;3,5;1,5;37,33
Isole;Sardegna;NU;G070;0;0;0;1;1;2
Isole;Sardegna;NU;G071;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G074;0;2;0;1;0;3
Nord Ovest;Lombardia;BG;G075;5;27;5,5;3;2;42,5
Nord Ovest;Liguria;SV;G076;0;0;1;0;2;3
Nord Ovest;Lombardia;MI;G078;26,35;129,77;113,02;84,25;23,51;376,9
Sud;Abruzzo;AQ;G079;8,69;12;3;2;2;27,69
Nord Est;Veneto;VR;G080;2;30;40,6;16,75;45,86;135,21
Sud;Basilicata;PZ;G081;2,85;8,4;7;1;0;19,25
Sud;Calabria;RC;G082;4;6,5;3,5;4;9,75;27,75
Isole;Sardegna;NU;G084;2;1;3,2;2;5;13,2
Sud;Molise;CB;G086;1,2;3,67;2;5;5;16,87
Nord Ovest;Piemonte;TO;G087;12,5;133,17;92;29,29;20,33;287,29
Centro;Toscana;GR;G088;32,73;107,23;91,04;38,45;29,5;298,95
Centro;Toscana;PI;G090;0;3;2;1;4;10
Nord Ovest;Liguria;GE;G093;0;2;0;0;1;3
Nord Est;Veneto;VI;G095;1;3;2,83;0;20,56;27,39
Nord Ovest;Lombardia;LO;G096;0;8;3;1;5;17
Isole;Sardegna;NU;G097;2;3;1;2;7,14;15,14
Sud;Puglia;BR;G098;12;40,51;33;16,72;23,3;125,53
Sud;Abruzzo;AQ;G102;2;1,33;3;0;4;10,33
Nord Ovest;Lombardia;VA;G103;9,01;39,12;40,25;17,51;25;130,89
Nord Ovest;Lombardia;VA;G105;4;2,5;1;0,5;5,5;13,5
Nord Ovest;Lombardia;LO;G107;0;6;7;3;7;23
Nord Ovest;Lombardia;BG;G108;1;5;9;4;1,67;20,67
Nord Ovest;Piemonte;TO;G109;1;2;3;3;3,5;12,5
Sud;Calabria;CS;G110;0;3;0,67;1,67;0,75;6,09
Centro;Lazio;VT;G111;1;11,5;11;4,52;11,5;39,52
Isole;Sardegna;OR;G113;19;111,75;76;83,62;76,97;367,34
Nord Ovest;Piemonte;CN;G114;8;24,5;13,5;4;10;60
Nord Est;Veneto;TV;G115;1;12;11;4;13;41
Nord Ovest;Lombardia;MI;G116;2;36,5;29,25;11,5;12;91,25
Nord Ovest;Piemonte;VB;G117;9,88;6,83;9,46;9;10,5;45,67
Nord Ovest;Lombardia;BG;G118;9;6;2;1;3;21
Isole;Sardegna;NU;G119;3,5;33,3;12,95;9;12,39;71,14
Isole;Sardegna;NU;G120;0;0;0;0,5;1,86;2,36
Sud;Campania;SA;G121;2;0;0;0;1;3
Isole;Sardegna;NU;G122;0;0;0;0;2,25;2,25
Nord Est;Veneto;TV;G123;0;6;9;4;16;35
Nord Ovest;Piemonte;AL;G124;0;1,67;2;1;3,42;8,09
Sud;Puglia;FG;G125;5;3;4;3,8;1,5;17,3
Nord Ovest;Lombardia;CO;G126;1;2;13;5;6;27
Sud;Abruzzo;CH;G128;0;2,5;8,5;4,67;6,83;22,5
Sud;Calabria;CS;G129;2,66;2;1;2;0;7,66
Sud;Campania;CE;G130;10,33;13,76;89;48,34;13,53;174,96
Sud;Puglia;FG;G131;10,66;21;45,33;39;9;124,99
Isole;Sardegna;CA;G133;0;0;2;0;1;3
Nord Ovest;Piemonte;NO;G134;2,29;9;7;0;10;28,29
Centro;Lazio;VT;G135;10;41,34;39,54;17,5;20;128,38
Sud;Puglia;LE;G136;4,83;4;4,22;3;7,5;23,55
Centro;Marche;AP;G137;0;0;0;2;4,34;6,34
Centro;Toscana;AR;G139;1,74;2;6,6;2,5;4,74;17,58
Sud;Abruzzo;CH;G141;20,61;88,33;88,89;52,39;48,5;298,72
Sud;Abruzzo;AQ;G142;0;3;2;1;2;8
Nord Ovest;Liguria;SP;G143;9,16;47,68;20;6,67;19,33;102,84
Nord Ovest;Liguria;SV;G144;2;3;4;4;5;18
Sud;Abruzzo;AQ;G145;2;3,25;4;1;4,67;14,92
Isole;Sardegna;NU;G146;0;1;0;0;1;2
Isole;Sardegna;NU;G147;0;0;2;0;4,5;6,5
Centro;Umbria;TR;G148;11,5;33,58;43,33;62,58;63,67;214,66
Nord Ovest;Lombardia;BS;G149;1;36;35;15,33;47,84;135,17
Nord Ovest;Lombardia;BS;G150;0;2;11;6;11,72;30,72
Nord Ovest;Piemonte;TO;G151;0;2;5;1;6;14
Nord Ovest;Piemonte;TO;G152;0;2;3,5;2,72;8;16,22
Isole;Sardegna;SS;G153;6;4,94;5;2,89;12,2;31,03
Isole;Sardegna;NU;G154;0;0;0;0;0,2;0,2
Nord Ovest;Liguria;SV;G155;1;4;2,5;2;3,5;13
Isole;Sardegna;SS;G156;2;4;2;6,61;7,05;21,66
Centro;Marche;AN;G157;12,17;85,5;122,81;77,64;74,49;372,61
Isole;Sardegna;NU;G158;0;0;1;0;1;2
Nord Ovest;Lombardia;BG;G159;5;12,5;24,11;10,5;8,84;60,95
Nord Ovest;Lombardia;BG;G160;7;65;80;49,67;32;233,67
Nord Ovest;Lombardia;LC;G161;4;17,67;18,39;7;5;52,06
Nord Est;Friuli- Venezia Giulia;UD;G163;0;11,5;19,11;11;15,89;57,5
Nord Ovest;Liguria;IM;G164;42,28;77,74;30,42;15;10;175,44
Sud;Campania;AV;G165;3;4;4;4;4;19
Nord Ovest;Lombardia;LO;G166;0;12,51;9,17;8,5;7,22;37,4
Nord Est;Veneto;PD;G167;1,38;11;13,5;14,5;24,06;64,44
Nord Est;Veneto;BL;G169;0,72;1,58;0,2;0;4;6,5
Nord Ovest;Lombardia;BS;G170;9,5;54,39;55,88;28,49;48,29;196,55
Nord Ovest;Lombardia;LO;G171;1;6;7;0,2;4;18,2
Isole;Sardegna;SS;G178;2;7,33;5;10,42;14,88;39,63
Nord Ovest;Lombardia;BS;G179;4;18,83;5,5;5;6;39,33
Nord Ovest;Lombardia;MI;G181;3;26;25;5,17;5;64,17
Nord Ovest;Piemonte;CN;G183;1,5;1;5;2;1;10,5
Nord Est;Emilia-Romagna;FE;G184;2;9,19;16,72;12,5;12,5;52,91
Nord Ovest;Lombardia;CR;G185;1;3;11;6;14,66;35,66
Nord Ovest;Lombardia;MN;G186;8;18;28,34;20,24;34,5;109,08
Sud;Puglia;BR;G187;203,59;271,78;243,38;112,87;88,25;919,87
Sud;Puglia;LE;G188;13,51;36,61;33,75;15,53;10;109,4
Centro;Umbria;TR;G189;4,5;8;10,25;9;6;37,75
Sud;Campania;NA;G190;3;8,05;18,78;19,56;18,75;68,14
Isole;Sardegna;NU;G191;0;0;0;2;4,84;6,84
Sud;Campania;SA;G192;0;1;2;2;2;7
Nord Ovest;Piemonte;AL;G193;1;0;3;2;5,5;11,5
Nord Ovest;Lombardia;PV;G194;0,67;3;3;5,75;2,06;14,48
Nord Est;Emilia-Romagna;PC;G195;2;6,42;6,17;1;4,5;20,09
Nord Ovest;Piemonte;TO;G196;55,88;62,1;20;13;18;168,98
Nord Ovest;Piemonte;AL;G197;9,44;32,1;39,39;21,84;24,17;126,94
Nord Est;Friuli- Venezia Giulia;UD;G198;4;5;8,81;3,9;5;26,71
Nord Ovest;Piemonte;AL;G199;0;1;0;8;8;17
Sud;Abruzzo;AQ;G200;37,69;55,92;14,67;1;3;112,28
Isole;Sardegna;NU;G201;0;4;1;1;4,8;10,8
Nord Ovest;Piemonte;TO;G202;0;0;4;1;5;10
Isole;Sardegna;SS;G203;1;15,5;12,75;13,77;23,53;66,55
Nord Ovest;Piemonte;AL;G204;0;1;6;4;13;24
Nord Est;Emilia-Romagna;BO;G205;7,5;88,35;74,02;30,26;28,62;228,75
Nord Ovest;Lombardia;MI;G206;0;4,5;6;6,5;3;20
Isole;Sardegna;CA;G207;0;1;1,86;0,86;4,83;8,55
Isole;Sicilia;TP;G208;5;14,42;20,73;21,11;29,02;90,28
Isole;Sicilia;ME;G209;1;6;18;14;8;47
Sud;Abruzzo;AQ;G210;6;3;5;2;6,58;22,58
Isole;Sicilia;SR;G211;22,03;75,95;57,17;45,15;37,47;237,77
Centro;Umbria;PG;G212;0;4;4,5;2;7;17,5
Nord Ovest;Lombardia;BS;G213;26,25;71,8;33,25;26;43,5;200,8
Nord Ovest;Piemonte;AL;G215;0;1;0;0;4;5
Nord Ovest;Lombardia;BS;G217;0;6;12;8;4;30
Nord Ovest;Lombardia;LC;G218;7;28;13;7;12;67
Nord Ovest;Lombardia;MI;G220;66,32;258,42;242,59;99,28;62,38;728,99
Nord Ovest;Lombardia;CR;G222;0;0;1;3,5;5;9,5
Nord Ovest;Lombardia;LC;G223;10,5;30,89;25;13;21;100,39
Nord Est;Veneto;PD;G224;337,99;751,97;1170,07;782,7;750,13;3792,86
Isole;Sardegna;SS;G225;0;3;3;1;2;9
Sud;Campania;SA;G226;0;5;8,6;3,5;7,66;24,76
Sud;Campania;BN;G227;1;8,5;1;2;11,33;23,83
Nord Ovest;Piemonte;CN;G228;16,67;44;12,5;5;10;88,17
Nord Est;Veneto;TV;G229;4;79,75;80,02;56,5;73,85;294,12
Sud;Campania;SA;G230;27,29;51,82;81,24;105,67;51,39;317,41
Centro;Lazio;RI;G232;4;8;0;1;2;15
Nord Ovest;Lombardia;BG;G233;1;5;8,08;5,08;6,48;25,64
Isole;Sicilia;ME;G234;2,33;9,83;4,67;1;2;19,83
Sud;Abruzzo;CH;G237;1;3,67;6;4;5,5;20,17
Nord Est;Friuli- Venezia Giulia;UD;G238;0;8;7;7;17,33;39,33
Nord Ovest;Piemonte;CN;G240;2;1;2;2;6,5;13,5
Nord Ovest;Lombardia;LC;G241;0;0;0;0;0;0
Sud;Campania;AV;G242;0;1;2;1;7;11
Sud;Campania;BN;G243;2;1;2;0;3;8
Nord Ovest;Lombardia;BS;G247;0;1;0;2;2;5
Nord Ovest;Lombardia;BS;G248;0;5;6;6;5,5;22,5
Nord Ovest;Lombardia;BG;G249;3;20;10,17;5;5;43,17
Nord Est;Emilia-Romagna;MO;G250;1;5,67;8;12,33;9,67;36,67
Sud;Puglia;TA;G251;10,06;5,06;30;10,66;3;58,78
Sud;Puglia;TA;G252;15,34;26,97;42,48;25,66;11;121,45
Isole;Sicilia;CT;G253;23,66;22,17;20,83;16,5;16,99;100,15
Centro;Toscana;PI;G254;14;21,8;25,5;15,67;23,72;100,69
Nord Est;Emilia-Romagna;PR;G255;0;8;4,16;6,16;4,33;22,65
Sud;Molise;CB;G257;3;5;2,5;1;4;15,5
Isole;Sardegna;SS;G258;30,5;79,42;33;16;15;173,92
Nord Ovest;Lombardia;BG;G259;6;9;12;4,5;10,5;42
Nord Ovest;Lombardia;CR;G260;4;11,5;8,5;9,78;13,33;47,11
Sud;Basilicata;PZ;G261;17,17;19,5;9,5;5;4;55,17
Nord Ovest;Piemonte;TO;G262;0;2;1;1;5;9
Isole;Sicilia;PA;G263;2;2;4,75;3;2;13,75
Nord Ovest;Lombardia;BS;G264;24;89,36;100,99;37,72;60,82;312,89
Nord Ovest;Piemonte;VC;G266;3;3,83;3;1;5,5;16,33
Isole;Sicilia;SR;G267;18;17,72;25,49;13;23,8;98,01
Nord Est;Friuli- Venezia Giulia;UD;G268;0;4;5;7,5;9,8;26,3
Centro;Toscana;FI;G270;0;1;0,89;3;4;8,89
Sud;Abruzzo;CH;G271;4;11,5;2;0,8;2,67;20,97
Sud;Calabria;CZ;G272;0;0;0;1;3;4
Isole;Sicilia;PA;G273;661,14;1540,73;1846,28;1521,7;1225,09;6794,94
Centro;Lazio;RM;G274;23;85,82;43,39;31;33,3;216,51
Nord Ovest;Lombardia;PV;G275;0;2;5;5;20;32
Centro;Lazio;FR;G276;9;17;19,51;11;10,5;67,01
Sud;Calabria;RC;G277;3;5,67;6;2,5;2,33;19,5
Sud;Calabria;KR;G278;0;1;0;1;0;2
Nord Ovest;Piemonte;VB;G280;0;1;1;1;2;5
Nord Ovest;Liguria;SV;G281;0;5;4;3;4,17;16,17
Isole;Sicilia;AG;G282;28,28;39,82;47,74;25,42;41,93;183,19
Sud;Campania;NA;G283;3,5;13,75;13,75;20,67;40,05;91,72
Nord Est;Friuli- Venezia Giulia;UD;G284;1;23,17;21;19,5;33,17;97,84
Sud;Puglia;LE;G285;0;1;1;3;0;5
Isole;Sardegna;OR;G286;1;0;4;0;6,1;11,1
Isole;Sardegna;CA;G287;1;3;5,71;9,17;6,5;25,38
Sud;Calabria;RC;G288;16;33;34,28;33;17,2;133,48
Centro;Marche;AP;G289;0;0;0;0;2;2
Sud;Abruzzo;CH;G290;15;4;6;2;6;33
Sud;Puglia;BA;G291;30,89;54,33;53,89;50,5;35,25;224,86
Sud;Campania;SA;G292;0;0;0;0;0;0
Centro;Lazio;RM;G293;16;55,42;40,5;39;39;189,92
Sud;Abruzzo;CH;G294;0;3;1;2;10;16
Nord Ovest;Lombardia;BG;G295;1;13,98;10,5;11,3;13,97;50,75
Nord Est;Veneto;VR;G297;0;1;5;2;5,5;13,5
Sud;Calabria;CS;G298;1;2;0;2,67;0;5,67
Nord Est;Friuli- Venezia Giulia;UD;G300;1;3,5;0,25;2;7,17;13,92
Nord Ovest;Piemonte;CN;G302;10;7;2;1,67;3;23,67
Nord Ovest;Piemonte;TO;G303;3;6;5;2,17;15;31,17
Nord Ovest;Lombardia;PV;G304;0;0;0;1;2;3
Nord Ovest;Lombardia;CR;G306;4;21,98;37,07;15,4;20,5;98,95
Sud;Calabria;CS;G307;0;0;0;0;1;1
Centro;Umbria;PG;G308;3,28;11;19,5;14;31,17;78,95
Sud;Campania;NA;G309;3;23,88;69,18;53,95;47;197,01
Sud;Campania;BN;G311;7;10;7;4;6,67;34,67
Sud;Puglia;FG;G312;0;3;1;4;1;9
Isole;Sicilia;TP;G315;18,14;52,4;36,5;18,83;11,05;136,92
Nord Ovest;Lombardia;MI;G316;5,51;36,5;26,9;9,5;7,75;86,16
Sud;Calabria;CS;G317;7,5;23,97;30,47;24,01;26,5;112,45
Sud;Campania;BN;G318;2;2;1;6;5;16
Isole;Sicilia;TP;G319;0;14,2;29,67;30;41,62;115,49
Sud;Calabria;CS;G320;2,75;1;0;2;0;5,75
Nord Est;Veneto;RO;G323;0,75;1,67;7,75;10;9,5;29,67
Nord Ovest;Lombardia;MI;G324;40,5;173,88;131,06;56,56;64,13;466,13
Sud;Puglia;LE;G325;11;34,87;28,83;19;30,55;124,25
Nord Ovest;Lombardia;BS;G327;12;30,92;32;12,5;22,34;109,76
Nord Ovest;Piemonte;TO;G330;0;0;0;1;1;2
Sud;Calabria;CS;G331;1;1;0;0;2,28;4,28
Sud;Campania;CE;G333;13,46;13,8;42,38;34,67;43,85;148,16
Nord Ovest;Piemonte;AL;G334;0;1;2,5;2;3;8,5
Sud;Calabria;VV;G335;11,6;14,13;2;4;1;32,73
